index,data
5137,"[26, 75, 54, 18, 32, 55, 22, 61, 11, 67]"
5138,"[8, 34, 46, 33, 20, 29, 65, 67, 39, 55]"
5139,"[75, 53, 49, 30, 63, 52, 67, 51, 14, 18]"
5140,"[44, 5, 32, 39, 73, 56, 46, 35, 55, 28]"
5141,"[18, 25, 7, 70, 72, 15, 40, 6, 12, 53]"
5142,"[56, 41, 69, 36, 60, 29, 72, 17, 62, 2]"
5143,"[38, 15, 51, 7, 21, 19, 34, 9, 76, 31]"
5144,"[57, 73, 59, 75, 62, 14, 53, 3, 63, 55]"
5145,"[56, 79, 29, 77, 19, 8, 34, 61, 69, 14]"
5146,"[20, 23, 51, 77, 62, 52, 42, 18, 22, 32]"
5147,"[15, 28, 63, 26, 56, 19, 13, 32, 37, 41]"
5148,"[11, 75, 36, 13, 67, 19, 49, 6, 53, 70]"
5149,"[50, 42, 10, 69, 64, 45, 51, 7, 65, 59]"
5150,"[41, 69, 60, 45, 34, 32, 26, 53, 80, 1]"
5151,"[9, 42, 11, 73, 15, 26, 20, 67, 30, 49]"
5152,"[32, 74, 14, 72, 3, 56, 64, 52, 53, 45]"
5153,"[25, 79, 73, 29, 22, 31, 70, 9, 19, 48]"
5154,"[55, 24, 54, 4, 22, 46, 66, 77, 11, 74]"
5155,"[8, 67, 36, 44, 70, 19, 32, 15, 57, 77]"
5156,"[45, 1, 62, 42, 76, 60, 5, 14, 18, 21]"
5157,"[46, 11, 8, 25, 59, 13, 63, 26, 70, 5]"
5158,"[49, 55, 73, 38, 60, 2, 43, 56, 45, 33]"
5159,"[54, 12, 48, 24, 66, 56, 55, 14, 11, 51]"
5160,"[9, 12, 61, 35, 17, 73, 36, 7, 24, 72]"
5161,"[43, 41, 7, 31, 79, 11, 62, 4, 52, 33]"
5162,"[54, 16, 23, 43, 51, 48, 66, 1, 56, 28]"
5163,"[1, 11, 54, 78, 39, 59, 3, 57, 21, 51]"
5164,"[2, 23, 68, 71, 48, 19, 76, 37, 40, 4]"
5165,"[56, 6, 43, 48, 66, 71, 13, 34, 9, 72]"
5166,"[61, 6, 63, 65, 3, 19, 78, 37, 11, 27]"
5167,"[38, 71, 11, 16, 23, 15, 76, 37, 34, 32]"
5168,"[78, 59, 1, 47, 29, 38, 16, 58, 22, 79]"
5169,"[28, 66, 33, 80, 49, 56, 17, 2, 77, 43]"
5170,"[45, 60, 56, 4, 53, 8, 41, 43, 50, 51]"
5171,"[13, 8, 75, 60, 76, 47, 78, 53, 27, 4]"
5172,"[6, 66, 17, 55, 51, 80, 75, 62, 73, 7]"
5173,"[25, 18, 73, 79, 45, 14, 54, 78, 37, 28]"
5174,"[37, 20, 54, 43, 65, 11, 27, 78, 19, 50]"
5175,"[28, 48, 8, 40, 19, 34, 62, 27, 60, 3]"
5176,"[71, 38, 47, 60, 34, 56, 63, 5, 72, 30]"
5177,"[25, 16, 59, 45, 74, 38, 61, 70, 46, 29]"
5178,"[29, 35, 77, 79, 8, 54, 51, 18, 19, 69]"
5179,"[21, 1, 60, 45, 79, 46, 28, 70, 76, 67]"
5180,"[58, 10, 5, 72, 6, 18, 71, 37, 32, 20]"
5181,"[38, 43, 67, 52, 11, 53, 14, 71, 68, 17]"
5182,"[55, 18, 1, 47, 46, 66, 7, 53, 28, 13]"
5183,"[60, 64, 29, 27, 8, 41, 25, 55, 62, 31]"
5184,"[8, 20, 32, 71, 48, 70, 1, 24, 37, 68]"
5185,"[35, 21, 70, 72, 66, 45, 16, 37, 43, 15]"
5186,"[75, 47, 32, 5, 64, 31, 56, 35, 14, 78]"
5187,"[75, 12, 45, 54, 79, 57, 58, 63, 17, 21]"
5188,"[79, 73, 54, 12, 19, 55, 60, 74, 58, 2]"
5189,"[17, 28, 55, 51, 49, 80, 44, 32, 64, 79]"
5190,"[48, 24, 53, 20, 80, 26, 50, 25, 31, 14]"
5191,"[37, 6, 40, 9, 48, 23, 54, 61, 50, 55]"
5192,"[20, 6, 9, 59, 46, 8, 4, 63, 17, 15]"
5193,"[79, 15, 43, 25, 12, 9, 38, 60, 57, 4]"
5194,"[64, 17, 49, 45, 12, 77, 54, 60, 23, 32]"
5195,"[7, 80, 59, 26, 74, 54, 32, 1, 22, 44]"
5196,"[1, 4, 57, 14, 71, 9, 42, 63, 68, 76]"
5197,"[66, 46, 23, 54, 6, 50, 40, 45, 39, 43]"
5198,"[73, 58, 1, 4, 5, 63, 76, 46, 39, 80]"
5199,"[44, 7, 67, 3, 73, 34, 4, 70, 52, 23]"
5200,"[46, 73, 29, 78, 26, 23, 12, 11, 59, 32]"
5201,"[56, 55, 16, 44, 60, 34, 27, 64, 3, 9]"
5202,"[38, 14, 59, 52, 20, 34, 63, 13, 79, 68]"
5203,"[80, 39, 11, 24, 64, 43, 59, 62, 65, 23]"
5204,"[6, 49, 26, 10, 68, 17, 41, 36, 47, 7]"
5205,"[72, 61, 46, 11, 38, 35, 80, 7, 62, 44]"
5206,"[63, 22, 3, 64, 2, 69, 71, 66, 68, 76]"
5207,"[77, 34, 20, 58, 44, 74, 30, 68, 70, 21]"
5208,"[64, 28, 63, 46, 23, 25, 34, 31, 35, 74]"
5209,"[51, 14, 15, 63, 77, 78, 4, 12, 24, 39]"
5210,"[60, 6, 31, 78, 41, 23, 27, 73, 48, 38]"
5211,"[35, 68, 40, 47, 50, 26, 20, 39, 19, 62]"
5212,"[52, 58, 30, 72, 4, 67, 33, 51, 70, 50]"
5213,"[33, 23, 38, 39, 78, 80, 65, 51, 70, 17]"
5214,"[3, 39, 37, 63, 26, 71, 25, 40, 46, 45]"
5215,"[48, 31, 3, 66, 52, 46, 39, 14, 76, 32]"
5216,"[51, 43, 38, 53, 22, 80, 62, 14, 21, 49]"
5217,"[7, 34, 23, 38, 52, 54, 3, 32, 44, 59]"
5218,"[65, 76, 28, 57, 55, 7, 25, 15, 78, 41]"
5219,"[65, 19, 49, 59, 14, 69, 11, 26, 41, 36]"
5220,"[58, 11, 21, 28, 63, 68, 46, 30, 74, 32]"
5221,"[59, 16, 54, 34, 19, 52, 74, 62, 51, 10]"
5222,"[63, 43, 69, 6, 8, 68, 37, 16, 3, 79]"
5223,"[70, 76, 43, 13, 25, 73, 20, 65, 80, 55]"
5224,"[19, 45, 68, 66, 56, 21, 5, 2, 37, 30]"
5225,"[59, 1, 63, 73, 58, 78, 2, 27, 77, 9]"
5226,"[37, 19, 62, 36, 1, 4, 79, 3, 35, 74]"
5227,"[62, 60, 5, 70, 69, 30, 65, 9, 6, 43]"
5228,"[31, 45, 24, 21, 74, 29, 65, 66, 78, 53]"
5229,"[60, 21, 53, 41, 70, 12, 36, 28, 46, 55]"
5230,"[49, 5, 67, 36, 61, 28, 19, 2, 80, 9]"
5231,"[61, 24, 75, 53, 39, 76, 79, 12, 6, 26]"
5232,"[62, 49, 28, 31, 43, 68, 23, 37, 40, 10]"
5233,"[8, 79, 3, 28, 71, 14, 21, 20, 11, 25]"
5234,"[80, 40, 7, 2, 64, 75, 39, 5, 61, 27]"
5235,"[38, 29, 56, 10, 15, 14, 75, 1, 33, 40]"
5236,"[68, 64, 10, 72, 48, 16, 60, 63, 59, 34]"
5237,"[47, 17, 30, 13, 44, 38, 18, 33, 60, 32]"
5238,"[3, 34, 42, 28, 48, 77, 30, 71, 78, 35]"
5239,"[53, 43, 60, 31, 24, 36, 54, 76, 48, 71]"
5240,"[66, 76, 19, 2, 46, 75, 49, 70, 80, 10]"
5241,"[12, 46, 26, 65, 36, 32, 53, 58, 70, 77]"
5242,"[34, 27, 32, 78, 1, 3, 4, 60, 41, 72]"
5243,"[52, 31, 68, 59, 13, 28, 43, 61, 18, 63]"
5244,"[38, 12, 67, 48, 13, 53, 11, 16, 15, 50]"
5245,"[31, 23, 3, 78, 8, 7, 24, 80, 62, 75]"
5246,"[2, 45, 7, 74, 17, 48, 26, 34, 52, 47]"
5247,"[59, 24, 8, 1, 13, 38, 64, 49, 20, 72]"
5248,"[5, 77, 27, 38, 72, 51, 57, 25, 33, 3]"
5249,"[60, 74, 5, 62, 51, 41, 35, 20, 31, 37]"
5250,"[69, 67, 77, 37, 60, 4, 46, 3, 18, 17]"
5251,"[52, 18, 7, 28, 45, 31, 74, 26, 32, 64]"
5252,"[64, 13, 78, 35, 62, 65, 3, 4, 1, 40]"
5253,"[80, 63, 45, 4, 16, 40, 12, 65, 43, 71]"
5254,"[45, 66, 7, 49, 48, 32, 80, 14, 9, 62]"
5255,"[67, 66, 7, 70, 18, 13, 39, 20, 2, 74]"
5256,"[12, 29, 17, 77, 32, 38, 63, 68, 44, 3]"
5257,"[24, 37, 9, 48, 36, 53, 71, 65, 46, 80]"
5258,"[29, 64, 78, 22, 18, 45, 40, 27, 13, 62]"
5259,"[40, 44, 67, 53, 3, 33, 74, 41, 20, 54]"
5260,"[76, 52, 2, 9, 7, 25, 32, 11, 4, 17]"
5261,"[25, 20, 77, 38, 39, 75, 60, 52, 47, 23]"
5262,"[29, 39, 20, 38, 65, 36, 41, 74, 12, 23]"
5263,"[74, 29, 54, 35, 10, 53, 34, 21, 39, 73]"
5264,"[75, 40, 33, 66, 12, 28, 2, 47, 48, 42]"
5265,"[36, 23, 38, 30, 37, 1, 49, 17, 40, 76]"
5266,"[62, 28, 7, 75, 40, 16, 52, 49, 64, 56]"
5267,"[55, 12, 34, 78, 14, 4, 16, 23, 36, 57]"
5268,"[12, 29, 21, 14, 2, 36, 62, 43, 55, 11]"
5269,"[61, 17, 59, 43, 79, 74, 9, 6, 4, 62]"
5270,"[46, 20, 13, 5, 36, 68, 3, 51, 42, 34]"
5271,"[69, 46, 12, 70, 10, 51, 39, 28, 71, 58]"
5272,"[20, 31, 60, 35, 70, 61, 8, 59, 53, 29]"
5273,"[6, 38, 14, 64, 5, 12, 71, 24, 61, 28]"
5274,"[51, 5, 41, 36, 42, 33, 71, 8, 65, 74]"
5275,"[26, 67, 63, 33, 61, 24, 8, 31, 16, 22]"
5276,"[31, 63, 54, 22, 19, 32, 38, 1, 43, 3]"
5277,"[33, 68, 17, 41, 71, 34, 58, 79, 46, 11]"
5278,"[46, 34, 47, 76, 54, 63, 78, 9, 18, 17]"
5279,"[80, 18, 14, 4, 72, 5, 48, 25, 12, 29]"
5280,"[58, 61, 42, 19, 5, 65, 54, 25, 57, 38]"
5281,"[40, 9, 67, 1, 77, 66, 45, 35, 79, 25]"
5282,"[51, 68, 76, 40, 4, 74, 15, 64, 38, 11]"
5283,"[56, 78, 38, 65, 59, 80, 47, 61, 40, 68]"
5284,"[3, 33, 76, 68, 32, 70, 61, 69, 73, 15]"
5285,"[9, 65, 23, 74, 78, 35, 11, 37, 71, 73]"
5286,"[41, 32, 8, 39, 29, 63, 45, 26, 50, 49]"
5287,"[27, 22, 59, 69, 76, 40, 1, 75, 55, 45]"
5288,"[15, 68, 31, 65, 33, 18, 69, 28, 14, 67]"
5289,"[71, 42, 57, 3, 61, 31, 40, 78, 45, 73]"
5290,"[52, 17, 53, 44, 12, 66, 49, 10, 64, 79]"
5291,"[1, 74, 31, 8, 64, 7, 79, 34, 44, 58]"
5292,"[3, 33, 45, 68, 2, 36, 8, 7, 21, 71]"
5293,"[45, 50, 53, 28, 41, 72, 8, 64, 59, 57]"
5294,"[17, 29, 71, 3, 41, 40, 73, 4, 19, 38]"
5295,"[63, 72, 44, 62, 43, 14, 23, 74, 49, 22]"
5296,"[45, 39, 6, 32, 55, 20, 11, 37, 78, 69]"
5297,"[44, 8, 68, 38, 52, 56, 48, 19, 47, 42]"
5298,"[74, 33, 79, 29, 52, 6, 59, 43, 72, 48]"
5299,"[34, 26, 56, 20, 40, 12, 2, 10, 19, 46]"
5300,"[9, 7, 16, 45, 28, 34, 70, 10, 50, 60]"
5301,"[15, 66, 58, 69, 8, 6, 73, 20, 42, 14]"
5302,"[12, 67, 24, 43, 33, 51, 58, 29, 73, 47]"
5303,"[36, 73, 8, 19, 15, 43, 2, 58, 56, 80]"
5304,"[8, 79, 31, 42, 73, 50, 13, 69, 80, 66]"
5305,"[3, 18, 44, 58, 50, 21, 24, 19, 65, 79]"
5306,"[33, 69, 71, 12, 22, 44, 73, 48, 63, 15]"
5307,"[43, 32, 42, 7, 6, 11, 67, 64, 16, 37]"
5308,"[47, 24, 74, 34, 75, 26, 63, 37, 1, 42]"
5309,"[59, 34, 56, 57, 4, 6, 19, 68, 12, 31]"
5310,"[63, 64, 5, 51, 19, 48, 55, 75, 45, 72]"
5311,"[27, 32, 33, 34, 9, 62, 25, 1, 69, 43]"
5312,"[52, 3, 49, 68, 45, 37, 69, 54, 75, 48]"
5313,"[39, 64, 2, 75, 77, 1, 12, 74, 63, 48]"
5314,"[77, 25, 6, 51, 10, 78, 76, 2, 73, 1]"
5315,"[38, 75, 51, 15, 47, 64, 45, 52, 13, 58]"
5316,"[16, 68, 42, 27, 25, 18, 51, 15, 36, 28]"
5317,"[45, 3, 39, 63, 35, 27, 33, 2, 49, 19]"
5318,"[50, 49, 62, 18, 15, 4, 39, 29, 3, 70]"
5319,"[77, 11, 68, 26, 61, 20, 53, 34, 54, 39]"
5320,"[63, 27, 51, 74, 48, 50, 23, 52, 75, 4]"
5321,"[29, 32, 42, 49, 23, 45, 24, 11, 26, 14]"
5322,"[55, 54, 77, 32, 25, 73, 78, 59, 70, 6]"
5323,"[72, 59, 18, 33, 69, 38, 60, 26, 78, 65]"
5324,"[26, 65, 55, 71, 75, 51, 38, 67, 61, 54]"
5325,"[73, 57, 48, 53, 7, 11, 68, 36, 51, 46]"
5326,"[43, 46, 70, 5, 36, 75, 31, 24, 8, 9]"
5327,"[62, 68, 20, 39, 33, 43, 16, 10, 79, 57]"
5328,"[41, 36, 47, 49, 46, 26, 2, 32, 80, 11]"
5329,"[21, 65, 54, 3, 59, 37, 55, 30, 79, 19]"
5330,"[11, 74, 24, 67, 32, 26, 1, 49, 47, 8]"
5331,"[70, 44, 47, 64, 6, 34, 29, 78, 60, 57]"
5332,"[35, 38, 26, 6, 73, 65, 58, 70, 47, 15]"
5333,"[33, 57, 4, 25, 78, 36, 5, 10, 80, 68]"
5334,"[49, 48, 15, 14, 63, 28, 75, 19, 64, 70]"
5335,"[1, 54, 71, 52, 67, 11, 33, 40, 74, 61]"
5336,"[24, 15, 61, 16, 30, 54, 62, 48, 29, 73]"
5337,"[70, 33, 16, 25, 10, 12, 75, 4, 22, 32]"
5338,"[75, 55, 22, 52, 78, 39, 68, 58, 43, 27]"
5339,"[78, 73, 20, 80, 34, 53, 37, 11, 15, 30]"
5340,"[59, 54, 40, 39, 57, 65, 36, 51, 55, 66]"
5341,"[67, 76, 31, 15, 25, 62, 2, 44, 63, 23]"
5342,"[37, 68, 77, 56, 75, 55, 59, 39, 29, 71]"
5343,"[16, 1, 47, 69, 48, 78, 18, 54, 51, 43]"
5344,"[10, 30, 28, 68, 21, 2, 36, 13, 17, 51]"
5345,"[43, 80, 73, 13, 37, 75, 21, 77, 40, 44]"
5346,"[34, 39, 24, 8, 79, 64, 46, 3, 65, 15]"
5347,"[35, 27, 42, 41, 17, 72, 69, 75, 29, 30]"
5348,"[33, 75, 50, 43, 2, 7, 39, 28, 16, 62]"
5349,"[30, 18, 69, 64, 14, 73, 9, 55, 4, 45]"
5350,"[58, 34, 15, 49, 78, 3, 23, 48, 64, 41]"
5351,"[70, 27, 38, 16, 14, 33, 11, 47, 8, 63]"
5352,"[46, 38, 10, 66, 27, 20, 32, 73, 7, 11]"
5353,"[50, 48, 78, 47, 72, 75, 42, 36, 39, 61]"
5354,"[13, 10, 39, 46, 30, 50, 7, 23, 37, 25]"
5355,"[15, 45, 54, 50, 35, 13, 20, 40, 3, 38]"
5356,"[5, 2, 67, 43, 1, 24, 70, 13, 80, 49]"
5357,"[9, 5, 31, 40, 44, 26, 10, 78, 64, 20]"
5358,"[6, 41, 11, 16, 30, 75, 51, 79, 35, 56]"
5359,"[48, 26, 68, 28, 53, 24, 14, 20, 18, 15]"
5360,"[44, 31, 75, 36, 64, 33, 35, 52, 30, 12]"
5361,"[46, 13, 64, 31, 38, 76, 36, 56, 60, 55]"
5362,"[27, 1, 67, 34, 65, 68, 55, 66, 7, 57]"
5363,"[77, 9, 13, 51, 69, 34, 41, 17, 48, 60]"
5364,"[31, 57, 78, 55, 68, 7, 16, 32, 9, 20]"
5365,"[39, 63, 38, 61, 10, 40, 45, 66, 52, 65]"
5366,"[49, 67, 19, 61, 59, 66, 10, 77, 38, 37]"
5367,"[40, 29, 21, 54, 52, 13, 4, 62, 27, 28]"
5368,"[25, 37, 65, 12, 22, 13, 2, 7, 35, 62]"
5369,"[19, 28, 49, 74, 18, 17, 33, 77, 41, 13]"
5370,"[39, 36, 48, 22, 32, 44, 2, 21, 55, 33]"
5371,"[71, 38, 59, 46, 17, 79, 12, 51, 2, 60]"
5372,"[14, 57, 64, 11, 50, 74, 5, 42, 77, 70]"
5373,"[11, 10, 27, 12, 65, 32, 75, 24, 72, 49]"
5374,"[55, 62, 54, 56, 42, 47, 18, 11, 75, 6]"
5375,"[79, 20, 38, 51, 24, 17, 68, 23, 39, 7]"
5376,"[3, 28, 44, 27, 65, 66, 36, 50, 38, 42]"
5377,"[11, 17, 45, 51, 75, 29, 24, 30, 60, 73]"
5378,"[43, 68, 34, 56, 78, 27, 15, 3, 73, 52]"
5379,"[22, 21, 14, 76, 25, 23, 45, 71, 36, 24]"
5380,"[2, 71, 54, 20, 61, 23, 74, 51, 10, 72]"
5381,"[40, 76, 67, 69, 29, 59, 14, 20, 61, 23]"
5382,"[59, 4, 74, 19, 55, 54, 13, 52, 6, 20]"
5383,"[65, 68, 59, 3, 27, 15, 19, 70, 24, 28]"
5384,"[65, 43, 48, 12, 16, 53, 56, 31, 21, 42]"
5385,"[66, 49, 54, 80, 11, 3, 37, 24, 23, 33]"
5386,"[27, 11, 50, 32, 17, 69, 6, 44, 30, 26]"
5387,"[37, 75, 12, 31, 60, 38, 22, 24, 2, 59]"
5388,"[79, 44, 32, 38, 52, 28, 41, 75, 66, 48]"
5389,"[75, 79, 44, 80, 65, 53, 46, 54, 18, 69]"
5390,"[1, 55, 18, 37, 67, 45, 49, 27, 3, 10]"
5391,"[29, 3, 1, 73, 58, 54, 45, 21, 10, 28]"
5392,"[3, 38, 54, 4, 9, 43, 40, 2, 41, 39]"
5393,"[8, 49, 74, 67, 79, 18, 31, 72, 38, 53]"
5394,"[18, 52, 9, 43, 13, 8, 58, 4, 23, 42]"
5395,"[36, 67, 6, 69, 54, 10, 53, 24, 30, 1]"
5396,"[3, 68, 37, 10, 20, 32, 61, 29, 18, 59]"
5397,"[37, 21, 80, 74, 22, 11, 4, 62, 76, 31]"
5398,"[47, 7, 34, 8, 6, 52, 72, 18, 56, 28]"
5399,"[52, 35, 19, 55, 57, 23, 61, 20, 68, 51]"
5400,"[67, 46, 52, 43, 45, 30, 33, 14, 3, 39]"
5401,"[48, 56, 57, 4, 38, 77, 24, 19, 80, 52]"
5402,"[49, 16, 36, 59, 58, 70, 6, 27, 44, 80]"
5403,"[50, 11, 51, 9, 76, 19, 23, 62, 68, 31]"
5404,"[67, 56, 62, 79, 1, 32, 74, 10, 53, 47]"
5405,"[19, 60, 11, 58, 16, 28, 49, 43, 31, 3]"
5406,"[17, 59, 63, 48, 32, 50, 61, 71, 47, 36]"
5407,"[10, 11, 57, 67, 8, 64, 61, 1, 34, 70]"
5408,"[23, 80, 34, 72, 22, 24, 32, 73, 15, 7]"
5409,"[60, 30, 4, 18, 6, 78, 79, 50, 14, 51]"
5410,"[23, 41, 7, 21, 79, 54, 9, 58, 51, 45]"
5411,"[62, 70, 42, 66, 7, 30, 27, 5, 54, 25]"
5412,"[11, 16, 10, 34, 63, 13, 43, 31, 1, 48]"
5413,"[13, 1, 5, 57, 27, 16, 73, 54, 6, 22]"
5414,"[11, 10, 61, 49, 3, 2, 9, 31, 6, 35]"
5415,"[33, 31, 64, 63, 58, 3, 43, 53, 30, 67]"
5416,"[29, 71, 46, 80, 24, 28, 5, 60, 58, 45]"
5417,"[45, 60, 78, 9, 20, 56, 63, 29, 13, 34]"
5418,"[56, 65, 1, 75, 34, 37, 32, 53, 68, 4]"
5419,"[59, 5, 41, 51, 56, 20, 17, 7, 45, 72]"
5420,"[30, 7, 45, 28, 65, 21, 44, 73, 38, 78]"
5421,"[58, 53, 69, 24, 30, 21, 51, 11, 67, 18]"
5422,"[16, 19, 29, 33, 28, 61, 20, 70, 68, 12]"
5423,"[3, 42, 1, 60, 76, 39, 70, 68, 49, 33]"
5424,"[71, 41, 79, 78, 73, 64, 61, 19, 2, 68]"
5425,"[51, 41, 74, 70, 26, 22, 4, 77, 23, 76]"
5426,"[63, 67, 28, 69, 40, 11, 77, 74, 16, 50]"
5427,"[14, 54, 25, 18, 78, 36, 67, 21, 42, 28]"
5428,"[47, 4, 76, 46, 23, 69, 32, 79, 31, 18]"
5429,"[64, 37, 41, 69, 53, 13, 62, 9, 48, 32]"
5430,"[80, 38, 11, 14, 9, 77, 75, 52, 24, 10]"
5431,"[62, 55, 75, 11, 76, 43, 57, 31, 64, 16]"
5432,"[1, 15, 18, 29, 40, 14, 32, 75, 38, 2]"
5433,"[40, 53, 62, 73, 47, 55, 16, 35, 2, 50]"
5434,"[30, 42, 35, 68, 45, 17, 6, 41, 46, 58]"
5435,"[35, 43, 49, 62, 55, 63, 56, 8, 41, 67]"
5436,"[49, 64, 59, 17, 46, 8, 1, 4, 47, 22]"
5437,"[13, 56, 31, 22, 33, 30, 43, 71, 27, 79]"
5438,"[8, 64, 15, 55, 1, 61, 28, 39, 22, 5]"
5439,"[53, 69, 64, 28, 6, 19, 44, 23, 36, 8]"
5440,"[14, 37, 48, 2, 16, 39, 66, 24, 52, 35]"
5441,"[65, 70, 74, 28, 53, 68, 29, 47, 51, 4]"
5442,"[53, 13, 64, 66, 17, 45, 37, 44, 10, 52]"
5443,"[70, 68, 66, 71, 74, 44, 1, 79, 23, 28]"
5444,"[19, 58, 63, 27, 30, 46, 77, 60, 8, 76]"
5445,"[33, 52, 14, 76, 64, 37, 11, 58, 42, 24]"
5446,"[18, 1, 60, 14, 63, 20, 69, 28, 75, 49]"
5447,"[56, 26, 37, 53, 9, 64, 79, 16, 47, 22]"
5448,"[24, 15, 27, 25, 38, 30, 4, 41, 56, 20]"
5449,"[68, 71, 13, 23, 39, 67, 64, 5, 11, 15]"
5450,"[70, 72, 33, 6, 24, 76, 38, 80, 47, 19]"
5451,"[11, 21, 20, 26, 51, 1, 22, 79, 75, 60]"
5452,"[46, 4, 17, 36, 41, 40, 25, 24, 75, 5]"
5453,"[75, 72, 4, 51, 80, 66, 54, 42, 70, 61]"
5454,"[11, 66, 33, 42, 78, 72, 53, 51, 32, 67]"
5455,"[8, 19, 80, 27, 38, 71, 33, 64, 53, 4]"
5456,"[22, 8, 65, 51, 50, 1, 3, 57, 32, 34]"
5457,"[75, 16, 31, 25, 60, 39, 42, 80, 68, 48]"
5458,"[69, 49, 51, 8, 14, 21, 16, 3, 74, 64]"
5459,"[7, 54, 14, 30, 36, 12, 52, 13, 38, 10]"
5460,"[37, 4, 29, 51, 48, 5, 72, 52, 45, 40]"
5461,"[57, 9, 56, 46, 69, 50, 51, 40, 4, 68]"
5462,"[19, 66, 42, 34, 52, 51, 68, 58, 32, 43]"
5463,"[31, 56, 77, 61, 43, 62, 35, 44, 58, 69]"
5464,"[13, 75, 7, 22, 18, 14, 36, 68, 39, 10]"
5465,"[25, 80, 62, 67, 32, 63, 20, 34, 45, 60]"
5466,"[41, 16, 61, 65, 15, 32, 4, 27, 24, 45]"
5467,"[14, 80, 25, 27, 21, 41, 32, 12, 62, 31]"
5468,"[27, 69, 23, 47, 55, 79, 50, 5, 20, 60]"
5469,"[70, 24, 43, 40, 50, 46, 36, 16, 29, 57]"
5470,"[55, 73, 59, 62, 66, 49, 65, 1, 16, 35]"
5471,"[60, 71, 12, 78, 68, 74, 61, 69, 14, 57]"
5472,"[42, 23, 33, 66, 57, 78, 12, 72, 9, 46]"
5473,"[43, 49, 19, 64, 48, 26, 50, 21, 10, 11]"
5474,"[16, 51, 72, 78, 30, 46, 22, 9, 32, 35]"
5475,"[5, 68, 20, 44, 54, 6, 51, 4, 55, 7]"
5476,"[76, 69, 64, 27, 58, 1, 42, 21, 47, 33]"
5477,"[54, 26, 1, 16, 68, 30, 48, 79, 55, 73]"
5478,"[18, 34, 48, 66, 31, 49, 10, 38, 4, 80]"
5479,"[29, 24, 73, 69, 4, 77, 50, 55, 66, 37]"
5480,"[80, 50, 43, 34, 49, 44, 18, 73, 71, 6]"
5481,"[76, 61, 2, 55, 11, 26, 23, 28, 30, 74]"
5482,"[68, 52, 64, 36, 13, 61, 69, 28, 43, 39]"
5483,"[80, 30, 20, 11, 69, 18, 55, 13, 74, 40]"
5484,"[1, 72, 42, 66, 44, 39, 23, 50, 70, 24]"
5485,"[71, 59, 1, 48, 36, 20, 53, 12, 47, 72]"
5486,"[71, 39, 77, 10, 67, 35, 19, 34, 27, 59]"
5487,"[70, 64, 29, 54, 26, 4, 50, 67, 71, 23]"
5488,"[3, 4, 25, 6, 79, 76, 32, 61, 75, 49]"
5489,"[67, 28, 75, 77, 25, 49, 26, 57, 61, 58]"
5490,"[7, 52, 79, 46, 30, 20, 2, 36, 61, 75]"
5491,"[1, 59, 19, 9, 39, 80, 13, 6, 28, 65]"
5492,"[41, 56, 32, 27, 29, 51, 74, 57, 17, 43]"
5493,"[77, 75, 74, 49, 41, 2, 11, 18, 43, 15]"
5494,"[26, 50, 5, 25, 70, 64, 11, 60, 8, 22]"
5495,"[19, 52, 6, 21, 67, 12, 14, 47, 3, 32]"
5496,"[49, 41, 69, 43, 73, 15, 62, 51, 57, 75]"
5497,"[58, 55, 42, 15, 65, 4, 34, 24, 5, 36]"
5498,"[47, 70, 44, 60, 17, 76, 5, 32, 33, 61]"
5499,"[41, 59, 63, 55, 33, 6, 57, 77, 67, 48]"
5500,"[19, 5, 23, 41, 59, 47, 21, 75, 52, 57]"
5501,"[31, 41, 30, 40, 26, 66, 19, 35, 21, 55]"
5502,"[17, 49, 50, 25, 31, 53, 64, 54, 44, 60]"
5503,"[62, 45, 5, 43, 30, 60, 65, 73, 23, 28]"
5504,"[78, 42, 71, 54, 60, 27, 35, 39, 1, 61]"
5505,"[4, 47, 41, 51, 25, 26, 39, 1, 42, 53]"
5506,"[53, 30, 12, 7, 72, 4, 58, 55, 77, 15]"
5507,"[73, 45, 34, 67, 30, 64, 12, 21, 28, 55]"
5508,"[22, 25, 7, 48, 15, 26, 68, 33, 51, 39]"
5509,"[49, 24, 48, 22, 7, 28, 47, 46, 40, 3]"
5510,"[57, 33, 19, 39, 66, 7, 11, 47, 58, 71]"
5511,"[25, 44, 42, 32, 29, 30, 18, 40, 39, 53]"
5512,"[51, 40, 66, 50, 46, 5, 62, 65, 7, 49]"
5513,"[58, 79, 28, 9, 20, 26, 38, 11, 23, 19]"
5514,"[71, 67, 63, 64, 33, 22, 38, 26, 66, 14]"
5515,"[33, 74, 50, 49, 70, 56, 22, 44, 35, 30]"
5516,"[77, 66, 73, 63, 61, 58, 74, 60, 10, 35]"
5517,"[70, 41, 18, 50, 5, 33, 39, 61, 24, 80]"
5518,"[37, 27, 66, 53, 41, 15, 25, 70, 63, 28]"
5519,"[67, 23, 25, 26, 17, 70, 76, 61, 72, 75]"
5520,"[26, 30, 56, 7, 62, 61, 66, 29, 12, 48]"
5521,"[16, 23, 41, 47, 29, 74, 59, 8, 26, 2]"
5522,"[66, 25, 57, 49, 68, 2, 40, 73, 3, 64]"
5523,"[67, 5, 47, 42, 27, 22, 2, 44, 39, 33]"
5524,"[3, 60, 18, 49, 77, 57, 4, 62, 37, 66]"
